report_id,fire_id,area,date,longitude,latitude,from_date,crews_sent,total_crews_sent,max_crews_sent
2714023,2714022,150.0,2015-05-06 10:15:00,-71.2519444,43.7811111,2015-05-05 09:30:00,45.0,123.0,45.0
2714037,2714022,275.0,2015-05-08 00:30:00,-71.2519444,43.7811111,2015-05-07 11:00:00,45.0,123.0,45.0
2714050,2714022,275.0,2015-05-09 00:30:00,-71.2519444,43.7811111,2015-05-08 11:00:00,33.0,123.0,45.0
2714066,2714022,275.0,2015-05-10 13:00:00,-71.2519444,43.7811111,2015-05-09 15:00:00,0.0,123.0,45.0
2714082,2714081,205.0,2015-05-07 07:15:00,-67.0125,44.7916667,2015-05-06 20:30:00,21.0,37.0,21.0
2714097,2714081,205.0,2015-05-08 04:07:30,-67.0125,44.7916667,2015-05-07 18:15:00,15.0,37.0,21.0
2714111,2714081,206.0,2015-05-09 19:30:00,-67.0125,44.7916667,2015-05-09 05:00:00,1.0,37.0,21.0
2714133,2714132,1.5,2015-05-06 16:22:30,-80.01,34.975,2015-05-06 12:15:00,34.0,34.0,34.0
2714195,2714194,2.0,2015-05-09 11:00:00,-92.4983333,46.3094444,2015-05-04 13:00:00,9.0,9.0,9.0
2714216,2714215,6.0,2015-05-01 01:00:00,-89.88,31.9122222,2015-04-30 15:00:00,8.0,16.0,8.0
2714229,2714215,6.0,2015-05-01 01:30:00,-89.88,31.9122222,2015-04-30 15:15:00,8.0,16.0,8.0
2714245,2714244,3.0,2015-05-01 02:42:30,-95.4886111,47.3872222,2015-04-30 14:25:00,18.0,18.0,18.0
2714295,2714294,2.0,2015-05-05 17:52:30,-81.5133333,28.9669444,2015-05-05 16:45:00,2.0,4.0,2.0
2714306,2714294,2.0,2015-05-07 13:00:00,-81.5133333,28.9669444,2015-05-07 08:00:00,2.0,4.0,2.0
2714325,2714324,350.0,2015-05-17 21:00:00,-85.9186111,30.3019444,2015-05-17 12:00:00,9.0,18.0,9.0
2714356,2714324,350.0,2015-05-20 13:30:00,-85.9186111,30.3019444,2015-05-20 08:00:00,1.0,18.0,9.0
2714367,2714324,350.0,2015-05-21 13:00:00,-85.9186111,30.3019444,2015-05-21 08:00:00,1.0,18.0,9.0
2714389,2714324,350.0,2015-05-22 12:30:00,-85.9186111,30.3019444,2015-05-22 07:00:00,1.0,18.0,9.0
2714345,2714324,350.0,2015-05-23 12:30:00,-85.9186111,30.3019444,2015-05-23 06:00:00,1.0,18.0,9.0
2714420,2714324,350.0,2015-05-24 14:30:00,-85.9186111,30.3019444,2015-05-24 10:00:00,1.0,18.0,9.0
2714335,2714324,395.0,2015-05-25 11:30:00,-85.9186111,30.3019444,2015-05-25 06:00:00,1.0,18.0,9.0
2714378,2714324,395.0,2015-05-26 12:00:00,-85.9186111,30.3019444,2015-05-26 09:00:00,1.0,18.0,9.0
2714399,2714324,395.0,2015-05-29 13:00:00,-85.9186111,30.3019444,2015-05-29 08:00:00,1.0,18.0,9.0
2714410,2714324,395.0,2015-05-30 13:30:00,-85.9186111,30.3019444,2015-05-30 10:00:00,1.0,18.0,9.0
2714432,2714431,0.1,2015-05-17 17:00:00,-83.1672222,30.0469444,2015-05-17 16:00:00,1.0,3.0,1.0
2714442,2714431,0.1,2015-05-19 13:00:00,-83.1672222,30.0469444,2015-05-19 09:00:00,1.0,3.0,1.0
2714452,2714431,0.1,2015-05-19 19:30:00,-83.1672222,30.0469444,2015-05-19 19:00:00,1.0,3.0,1.0
2714467,2714466,535.5,2015-05-17 09:45:00,-144.30683,65.71467,2015-05-16 20:30:00,94.0,913.0,184.0
2714500,2714466,555.5,2015-05-18 11:00:00,-144.30683,65.71467,2015-05-17 23:00:00,158.0,913.0,184.0
2714610,2714466,555.5,2015-05-19 11:00:00,-144.30683,65.71467,2015-05-18 23:00:00,179.0,913.0,184.0
2714519,2714466,555.5,2015-05-20 11:00:00,-144.30683,65.71467,2015-05-19 23:00:00,184.0,913.0,184.0
2714481,2714466,555.5,2015-05-21 11:00:00,-144.30683,65.71467,2015-05-20 23:00:00,114.0,913.0,184.0
2714577,2714466,556.0,2015-05-22 11:00:00,-144.30683,65.71467,2015-05-21 23:00:00,73.0,913.0,184.0
2714548,2714466,555.5,2015-05-23 11:00:00,-144.30683,65.71467,2015-05-22 23:00:00,76.0,913.0,184.0
2714595,2714466,555.5,2015-05-24 11:00:00,-144.30683,65.71467,2015-05-23 23:00:00,35.0,913.0,184.0
2714667,2714666,1.0,2015-05-28 11:45:00,-154.270383,63.003617,2015-05-27 00:30:00,18.0,36.0,18.0
2714677,2714666,1.0,2015-07-15 18:30:00,-154.270383,63.003617,2015-07-15 18:00:00,18.0,36.0,18.0
2714707,2714697,748.0,2015-05-28 22:00:00,-115.3718,42.9422,2015-05-28 02:00:00,23.0,23.0,23.0
2714769,2714724,350.0,2015-05-28 15:45:00,-81.7308333,26.5647222,2015-05-28 13:30:00,3.0,28.0,21.0
2714735,2714724,550.0,2015-05-29 13:30:00,-81.7308333,26.5647222,2015-05-29 08:00:00,21.0,28.0,21.0
2714747,2714724,550.0,2015-05-30 12:00:00,-81.7308333,26.5647222,2015-05-30 07:00:00,1.0,28.0,21.0
2714758,2714724,550.0,2015-05-31 13:00:00,-81.7308333,26.5647222,2015-05-31 07:00:00,1.0,28.0,21.0
2714725,2714724,550.0,2015-06-01 13:30:00,-81.7308333,26.5647222,2015-06-01 09:00:00,1.0,28.0,21.0
2714780,2714724,550.0,2015-06-02 13:30:00,-81.7308333,26.5647222,2015-06-02 09:00:00,1.0,28.0,21.0
2714836,2714807,15.0,2015-05-16 11:00:00,-146.54717,63.96917,2015-04-29 23:00:00,26.0,76.0,26.0
2714808,2714807,15.0,2015-06-02 11:00:00,-146.54717,63.96917,2015-06-01 23:00:00,26.0,76.0,26.0
2714826,2714807,15.0,2015-06-03 11:00:00,-146.54717,63.96917,2015-06-02 23:00:00,24.0,76.0,26.0
2714889,2714888,281.0,2015-02-08 13:37:30,-84.0755556,36.6961111,2015-02-07 14:45:00,9.0,9.0,9.0
2714926,2714925,350.0,2015-02-09 22:22:30,-95.2516667,34.7886667,2015-02-09 10:45:00,5.0,5.0,5.0
2714939,2714938,250.0,2015-02-09 20:07:30,-94.7086667,33.054,2015-02-09 16:45:00,6.0,6.0,6.0
2715005,2714994,960.0,2015-02-12 16:45:00,-93.6091667,34.6044444,2015-02-12 13:15:00,11.0,18.0,11.0
2715017,2714994,960.0,2015-02-13 06:30:00,-93.6091667,34.6044444,2015-02-12 19:00:00,5.0,18.0,11.0
2714995,2714994,960.0,2015-02-14 04:30:00,-93.6091667,34.6044444,2015-02-13 18:00:00,1.0,18.0,11.0
2715029,2714994,1044.0,2015-02-18 16:00:00,-93.6091667,34.6044444,2015-02-17 20:00:00,1.0,18.0,11.0
2715063,2715062,650.0,2015-02-14 02:45:00,-96.1161111,34.5636111,2015-02-13 16:30:00,19.0,20.0,19.0
2715078,2715062,650.0,2015-02-17 10:30:00,-96.1161111,34.5636111,2015-02-17 08:00:00,1.0,20.0,19.0
2715131,2715110,130.0,2015-02-14 16:30:00,-82.7327778,29.9152778,2015-02-14 14:00:00,4.0,12.0,4.0
2715121,2715110,130.0,2015-02-15 16:00:00,-82.7327778,29.9152778,2015-02-15 13:00:00,4.0,12.0,4.0
2715111,2715110,130.0,2015-02-17 08:00:00,-82.7327778,29.9152778,2015-02-17 07:00:00,4.0,12.0,4.0
2715169,2715168,11.0,2015-02-15 15:10:30,-94.5388889,34.7366667,2015-02-15 13:14:00,12.0,12.0,12.0
2715220,2715219,500.0,2015-06-21 04:00:00,-81.5566667,27.1427778,2015-06-19 17:00:00,2.0,2.0,2.0
2715374,2715373,112434.0,2015-07-06 08:30:00,-157.61117,63.41833,2015-07-02 20:45:00,4.0,4.0,4.0
2715412,2715373,96644.0,2015-07-16 23:00:00,-157.61117,63.41833,2015-07-07 23:00:00,0.0,4.0,4.0
2715426,2715425,2885.0,2015-06-24 19:07:30,-147.26383,65.62117,2015-06-19 13:15:00,1.0,1.0,1.0
2715436,2715425,3714.7,2015-07-04 21:30:00,-147.26383,65.62117,2015-06-29 20:00:00,0.0,1.0,1.0
2715445,2715425,4785.0,2015-07-13 23:00:00,-147.26383,65.62117,2015-07-09 23:00:00,0.0,1.0,1.0
2715464,2715425,4785.0,2015-07-20 23:00:00,-147.26383,65.62117,2015-07-17 23:00:00,0.0,1.0,1.0
2715455,2715425,4835.0,2015-08-02 23:00:00,-147.26383,65.62117,2015-07-25 23:00:00,0.0,1.0,1.0
2715528,2715527,15.0,2015-07-09 05:00:00,-115.3705,47.7145,2015-07-08 17:00:00,31.0,59.0,31.0
2715539,2715527,12.5,2015-07-12 17:00:00,-115.3705,47.7145,2015-07-09 05:00:00,26.0,59.0,31.0
2715550,2715527,12.5,2015-08-10 05:00:00,-115.3705,47.7145,2015-07-30 17:00:00,1.0,59.0,31.0
2715559,2715527,12.5,2015-08-15 05:30:00,-115.3705,47.7145,2015-08-04 17:30:00,1.0,59.0,31.0
2715923,2715639,600.0,2015-06-18 08:00:00,-110.2456,33.574,2015-06-17 20:00:00,22.0,2756.0,328.0
2715934,2715639,2880.0,2015-06-19 08:00:00,-110.2456,33.574,2015-06-18 20:00:00,26.0,2756.0,328.0
2715868,2715639,11241.0,2015-06-19 17:30:00,-110.2456,33.574,2015-06-19 02:00:00,105.0,2756.0,328.0
2715640,2715639,17000.0,2015-06-20 16:00:00,-110.2456,33.574,2015-06-20 09:00:00,134.0,2756.0,328.0
2715736,2715639,19900.0,2015-06-21 11:00:00,-110.2456,33.574,2015-06-20 23:00:00,195.0,2756.0,328.0
2715686,2715639,19910.0,2015-06-21 11:30:00,-110.2456,33.574,2015-06-21 00:00:00,195.0,2756.0,328.0
2715759,2715639,24105.0,2015-06-22 11:00:00,-110.2456,33.574,2015-06-21 23:00:00,286.0,2756.0,328.0
2715710,2715639,29485.0,2015-06-23 11:00:00,-110.2456,33.574,2015-06-22 23:00:00,306.0,2756.0,328.0
2715813,2715639,32425.0,2015-06-24 11:00:00,-110.2456,33.574,2015-06-23 23:00:00,328.0,2756.0,328.0
2715659,2715639,32425.0,2015-06-25 11:00:00,-110.2456,33.574,2015-06-24 23:00:00,299.0,2756.0,328.0
2715785,2715639,33497.0,2015-06-26 11:00:00,-110.2456,33.574,2015-06-25 23:00:00,299.0,2756.0,328.0
2715841,2715639,33633.0,2015-06-27 11:00:00,-110.2456,33.574,2015-06-26 23:00:00,299.0,2756.0,328.0
2715883,2715639,33633.0,2015-06-28 11:00:00,-110.2456,33.574,2015-06-27 23:00:00,194.0,2756.0,328.0
2715907,2715639,33633.0,2015-06-29 11:00:00,-110.2456,33.574,2015-06-28 23:00:00,50.0,2756.0,328.0
2715947,2715639,33633.0,2015-07-01 09:30:00,-110.2456,33.574,2015-06-29 23:00:00,18.0,2756.0,328.0
2715996,2715987,488.0,2015-06-20 12:00:00,-149.838365,60.576692,2015-06-20 00:00:00,26.0,148.0,28.0
2716044,2715987,573.0,2015-06-22 12:30:00,-149.838365,60.576692,2015-06-22 00:00:00,28.0,148.0,28.0
2716022,2715987,573.0,2015-06-23 12:00:00,-149.838365,60.576692,2015-06-23 00:00:00,28.0,148.0,28.0
2716056,2715987,580.0,2015-06-24 12:00:00,-149.838365,60.576692,2015-06-24 00:00:00,27.0,148.0,28.0
2716008,2715987,580.0,2015-06-25 12:00:00,-149.838365,60.576692,2015-06-25 00:00:00,28.0,148.0,28.0
2716106,2715987,580.0,2015-06-29 11:00:00,-149.838365,60.576692,2015-06-28 23:00:00,4.0,148.0,28.0
2716087,2715987,580.0,2015-06-30 11:00:00,-149.838365,60.576692,2015-06-29 23:00:00,4.0,148.0,28.0
2716097,2715987,580.0,2015-07-01 05:00:00,-149.838365,60.576692,2015-06-30 23:00:00,1.0,148.0,28.0
2716078,2715987,580.0,2015-07-02 11:00:00,-149.838365,60.576692,2015-07-01 23:00:00,1.0,148.0,28.0
2716116,2715987,573.6,2015-07-23 18:15:00,-149.838365,60.576692,2015-07-23 18:00:00,1.0,148.0,28.0
2716177,2716128,110.0,2015-06-17 13:00:00,-108.4972,33.6887,2015-06-16 13:00:00,10.0,258.0,42.0
2716199,2716128,623.0,2015-06-19 09:00:00,-108.4972,33.6887,2015-06-18 21:00:00,10.0,258.0,42.0
2716249,2716128,1600.0,2015-06-20 09:00:00,-108.4972,33.6887,2015-06-19 21:00:00,10.0,258.0,42.0
2716209,2716128,2500.0,2015-06-21 08:30:00,-108.4972,33.6887,2015-06-20 22:00:00,42.0,258.0,42.0
2716235,2716128,3100.0,2015-06-22 07:30:00,-108.4972,33.6887,2015-06-21 21:00:00,42.0,258.0,42.0
2716222,2716128,3200.0,2015-06-23 05:15:00,-108.4972,33.6887,2015-06-22 18:30:00,42.0,258.0,42.0
2716259,2716128,3220.0,2015-06-24 06:30:00,-108.4972,33.6887,2015-06-23 19:00:00,42.0,258.0,42.0
2716188,2716128,3300.0,2015-06-25 06:00:00,-108.4972,33.6887,2015-06-24 18:00:00,34.0,258.0,42.0
2716129,2716128,3310.0,2015-06-27 05:00:00,-108.4972,33.6887,2015-06-26 17:00:00,5.0,258.0,42.0
2716139,2716128,3310.0,2015-06-27 21:45:00,-108.4972,33.6887,2015-06-27 17:00:00,7.0,258.0,42.0
2716149,2716128,3310.0,2015-07-04 02:30:00,-108.4972,33.6887,2015-06-29 19:00:00,7.0,258.0,42.0
2716159,2716128,3310.0,2015-07-13 06:00:00,-108.4972,33.6887,2015-07-09 18:00:00,7.0,258.0,42.0
2716377,2716306,524.0,2015-07-06 05:00:00,-114.9061,46.2008,2015-07-02 17:00:00,6.0,34.0,6.0
2716350,2716306,853.0,2015-07-13 06:00:00,-114.9061,46.2008,2015-07-09 18:00:00,6.0,34.0,6.0
2716359,2716306,868.0,2015-07-20 01:30:00,-114.9061,46.2008,2015-07-16 07:00:00,4.0,34.0,6.0
2716368,2716306,872.0,2015-07-27 02:30:00,-114.9061,46.2008,2015-07-23 09:00:00,4.0,34.0,6.0
2716333,2716306,1100.0,2015-08-03 02:30:00,-114.9061,46.2008,2015-07-30 08:00:00,2.0,34.0,6.0
2716324,2716306,1100.0,2015-08-10 02:30:00,-114.9061,46.2008,2015-08-06 08:00:00,6.0,34.0,6.0
2716307,2716306,1100.0,2015-08-17 19:30:00,-114.9061,46.2008,2015-08-13 21:00:00,6.0,34.0,6.0
2716397,2716396,1000.0,2015-06-21 22:00:00,-159.79233,64.00233,2015-06-20 21:00:00,8.0,16.0,8.0
2716407,2716396,35000.0,2015-07-01 20:37:30,-159.79233,64.00233,2015-07-01 02:45:00,8.0,16.0,8.0
2716494,2716485,0.1,2015-06-21 15:45:00,-81.8222222,29.7216667,2015-06-21 14:30:00,1.0,1.0,1.0
2716654,2716513,800.0,2015-06-22 06:45:00,-158.1525,64.72983,2015-06-21 18:45:00,41.0,1499.0,212.0
2716676,2716513,1200.0,2015-06-23 22:15:00,-158.1525,64.72983,2015-06-22 19:00:00,70.0,1499.0,212.0
2716726,2716513,20000.0,2015-06-25 13:15:00,-158.1525,64.72983,2015-06-25 01:00:00,70.0,1499.0,212.0
2716710,2716513,20000.0,2015-06-26 01:37:30,-158.1525,64.72983,2015-06-26 01:30:00,70.0,1499.0,212.0
2716694,2716513,25000.0,2015-06-26 13:52:30,-158.1525,64.72983,2015-06-26 01:45:00,70.0,1499.0,212.0
2716610,2716513,25000.0,2015-06-27 13:37:30,-158.1525,64.72983,2015-06-27 02:00:00,146.0,1499.0,212.0
2716587,2716513,26000.0,2015-06-28 13:22:30,-158.1525,64.72983,2015-06-28 01:15:00,196.0,1499.0,212.0
2716514,2716513,26000.0,2015-06-29 13:30:00,-158.1525,64.72983,2015-06-29 01:30:00,202.0,1499.0,212.0
2716563,2716513,26039.0,2015-06-30 13:30:00,-158.1525,64.72983,2015-06-30 01:30:00,210.0,1499.0,212.0
2716539,2716513,26039.0,2015-07-01 13:30:00,-158.1525,64.72983,2015-07-01 01:30:00,212.0,1499.0,212.0
2716630,2716513,26039.0,2015-07-02 12:00:00,-158.1525,64.72983,2015-07-02 01:30:00,212.0,1499.0,212.0
2716936,2716935,20.0,2015-06-24 07:30:00,-149.080483,64.63535,2015-06-23 19:00:00,40.0,83.0,43.0
2716946,2716935,52.0,2015-06-25 12:00:00,-149.080483,64.63535,2015-06-25 03:00:00,43.0,83.0,43.0
2716957,2716935,52.0,2015-06-26 11:00:00,-149.080483,64.63535,2015-06-26 03:00:00,0.0,83.0,43.0
2716971,2716970,225.0,2015-06-25 02:00:00,-118.53556,34.34833,2015-06-24 20:00:00,668.0,1109.0,668.0
2716999,2716970,398.0,2015-06-25 02:30:00,-118.53556,34.34833,2015-06-24 21:00:00,271.0,1109.0,668.0
2717019,2716970,415.0,2015-06-26 02:00:00,-118.53556,34.34833,2015-06-25 20:00:00,85.0,1109.0,668.0
2717034,2716970,415.0,2015-06-26 05:37:30,-118.53556,34.34833,2015-06-25 20:15:00,85.0,1109.0,668.0
2717112,2717051,120.0,2015-06-28 17:00:00,-161.019667,60.976167,2015-06-28 09:00:00,32.0,239.0,64.0
2717125,2717051,120.0,2015-06-30 17:00:00,-161.019667,60.976167,2015-06-30 09:00:00,29.0,239.0,64.0
2717052,2717051,81.0,2015-07-01 17:00:00,-161.019667,60.976167,2015-07-01 09:00:00,45.0,239.0,64.0
2717099,2717051,81.0,2015-07-02 17:00:00,-161.019667,60.976167,2015-07-02 09:00:00,64.0,239.0,64.0
2717077,2717051,81.0,2015-07-03 17:00:00,-161.019667,60.976167,2015-07-03 09:00:00,23.0,239.0,64.0
2717088,2717051,81.0,2015-07-04 17:00:00,-161.019667,60.976167,2015-07-04 09:00:00,23.0,239.0,64.0
2717066,2717051,81.0,2015-07-05 17:15:00,-161.019667,60.976167,2015-07-05 09:00:00,23.0,239.0,64.0
2717163,2717142,242.0,2015-06-25 16:00:00,-116.6098,43.2586,2015-06-25 13:00:00,54.0,128.0,74.0
2717143,2717142,242.0,2015-06-26 14:00:00,-116.6098,43.2586,2015-06-26 09:00:00,74.0,128.0,74.0
2717286,2717285,100.0,2015-05-24 16:00:00,-82.0230556,26.7830556,2015-05-24 13:00:00,3.0,15.0,3.0
2717328,2717285,100.0,2015-05-25 12:30:00,-82.0230556,26.7830556,2015-05-25 06:00:00,3.0,15.0,3.0
2717317,2717285,100.0,2015-05-26 12:00:00,-82.0230556,26.7830556,2015-05-26 09:00:00,3.0,15.0,3.0
2717297,2717285,100.0,2015-05-27 14:00:00,-82.0230556,26.7830556,2015-05-27 12:00:00,3.0,15.0,3.0
2717307,2717285,100.0,2015-05-28 14:00:00,-82.0230556,26.7830556,2015-05-28 09:00:00,3.0,15.0,3.0
2717497,2717373,1735.0,2015-05-10 05:30:00,-81.1158333,26.0783333,2015-05-09 16:00:00,60.0,529.0,99.0
2717399,2717373,2000.0,2015-05-11 04:00:00,-81.1158333,26.0783333,2015-05-10 16:00:00,73.0,529.0,99.0
2717471,2717373,2515.0,2015-05-12 04:00:00,-81.1158333,26.0783333,2015-05-11 16:00:00,99.0,529.0,99.0
2717420,2717373,4049.0,2015-05-13 04:00:00,-81.1158333,26.0783333,2015-05-12 16:00:00,99.0,529.0,99.0
2717445,2717373,4049.0,2015-05-13 04:15:00,-81.1158333,26.0783333,2015-05-12 16:15:00,99.0,529.0,99.0
2717374,2717373,4517.0,2015-05-13 23:30:00,-81.1158333,26.0783333,2015-05-13 06:00:00,99.0,529.0,99.0
2717530,2717529,15.0,2015-05-09 17:07:30,-81.1461111,28.8733333,2015-05-09 15:15:00,2.0,10.0,2.0
2717580,2717529,43.8,2015-05-10 15:00:00,-81.1461111,28.8733333,2015-05-10 11:00:00,2.0,10.0,2.0
2717560,2717529,43.8,2015-05-11 13:30:00,-81.1461111,28.8733333,2015-05-11 10:00:00,2.0,10.0,2.0
2717550,2717529,43.8,2015-05-12 14:30:00,-81.1461111,28.8733333,2015-05-12 10:00:00,1.0,10.0,2.0
2717540,2717529,43.8,2015-05-13 12:30:00,-81.1461111,28.8733333,2015-05-13 09:00:00,1.0,10.0,2.0
2717591,2717529,43.8,2015-05-15 13:00:00,-81.1461111,28.8733333,2015-05-15 10:00:00,1.0,10.0,2.0
2717570,2717529,43.8,2015-05-16 10:30:00,-81.1461111,28.8733333,2015-05-16 10:00:00,1.0,10.0,2.0
2717671,2717662,1.0,2015-05-21 12:00:00,-81.9905556,28.1425,2015-05-21 07:00:00,4.0,4.0,4.0
2717781,2717709,250.0,2015-05-25 07:07:30,-141.38333,64.9,2015-05-24 16:15:00,20.0,718.0,43.0
2717965,2717709,1076.5,2015-05-26 11:00:00,-141.38333,64.9,2015-05-25 23:00:00,24.0,718.0,43.0
2717728,2717709,1400.0,2015-05-27 11:00:00,-141.38333,64.9,2015-05-26 23:00:00,43.0,718.0,43.0
2717710,2717709,1800.0,2015-05-28 11:00:00,-141.38333,64.9,2015-05-27 23:00:00,43.0,718.0,43.0
2717812,2717709,2500.0,2015-05-29 11:00:00,-141.38333,64.9,2015-05-28 23:00:00,43.0,718.0,43.0
2717830,2717709,2662.21,2015-05-30 11:00:00,-141.38333,64.9,2015-05-29 23:00:00,42.0,718.0,43.0
2718040,2717709,2662.0,2015-05-31 11:00:00,-141.38333,64.9,2015-05-30 23:00:00,41.0,718.0,43.0
2718025,2717709,2662.0,2015-06-01 11:00:00,-141.38333,64.9,2015-05-31 23:00:00,31.0,718.0,43.0
2717745,2717709,2800.0,2015-06-02 11:00:00,-141.38333,64.9,2015-06-01 23:00:00,30.0,718.0,43.0
2717875,2717709,2800.0,2015-06-03 11:00:00,-141.38333,64.9,2015-06-02 23:00:00,29.0,718.0,43.0
2717981,2717709,2800.0,2015-06-04 11:00:00,-141.38333,64.9,2015-06-03 23:00:00,30.0,718.0,43.0
2717997,2717709,2800.0,2015-06-05 11:00:00,-141.38333,64.9,2015-06-04 23:00:00,36.0,718.0,43.0
2717860,2717709,2800.0,2015-06-06 10:00:00,-141.38333,64.9,2015-06-05 22:00:00,37.0,718.0,43.0
2717846,2717709,2902.0,2015-06-07 11:00:00,-141.38333,64.9,2015-06-06 23:00:00,31.0,718.0,43.0
2717927,2717709,2902.0,2015-06-08 11:00:00,-141.38333,64.9,2015-06-07 23:00:00,28.0,718.0,43.0
2717940,2717709,2902.0,2015-06-09 11:00:00,-141.38333,64.9,2015-06-08 23:00:00,28.0,718.0,43.0
2717953,2717709,2902.0,2015-06-10 11:00:00,-141.38333,64.9,2015-06-09 23:00:00,10.0,718.0,43.0
2717769,2717709,2902.0,2015-06-11 08:00:00,-141.38333,64.9,2015-06-10 20:00:00,10.0,718.0,43.0
2718056,2717709,2902.0,2015-06-23 14:30:00,-141.38333,64.9,2015-06-22 04:00:00,27.0,718.0,43.0
2717903,2717709,2902.0,2015-06-25 13:00:00,-141.38333,64.9,2015-06-25 03:00:00,27.0,718.0,43.0
2717915,2717709,2902.0,2015-06-26 11:00:00,-141.38333,64.9,2015-06-25 23:00:00,27.0,718.0,43.0
2718013,2717709,2902.0,2015-06-27 23:30:00,-141.38333,64.9,2015-06-27 00:00:00,27.0,718.0,43.0
2717891,2717709,2902.0,2015-06-29 11:00:00,-141.38333,64.9,2015-06-28 23:00:00,27.0,718.0,43.0
2718068,2717709,2902.0,2015-06-30 11:00:00,-141.38333,64.9,2015-06-29 23:00:00,27.0,718.0,43.0
2718080,2717709,2902.0,2015-07-12 11:00:00,-141.38333,64.9,2015-06-30 23:00:00,0.0,718.0,43.0
2718093,2718092,250.0,2015-05-25 08:30:00,-141.63483,65.102,2015-05-24 19:00:00,4.0,32.0,4.0
2718124,2718092,275.0,2015-05-26 11:00:00,-141.63483,65.102,2015-05-25 23:00:00,4.0,32.0,4.0
2718103,2718092,325.0,2015-05-27 11:00:00,-141.63483,65.102,2015-05-26 23:00:00,4.0,32.0,4.0
2718113,2718092,375.0,2015-05-28 11:00:00,-141.63483,65.102,2015-05-27 23:00:00,4.0,32.0,4.0
2718135,2718092,376.0,2015-05-29 11:00:00,-141.63483,65.102,2015-05-28 23:00:00,4.0,32.0,4.0
2718146,2718092,376.0,2015-05-30 11:00:00,-141.63483,65.102,2015-05-29 23:00:00,4.0,32.0,4.0
2718157,2718092,376.0,2015-05-31 11:00:00,-141.63483,65.102,2015-05-30 23:00:00,4.0,32.0,4.0
2718187,2718092,376.0,2015-06-02 11:07:30,-141.63483,65.102,2015-05-30 23:15:00,4.0,32.0,4.0
2718277,2718233,8622.0,2015-06-05 17:00:00,-160.3365,61.205167,2015-06-05 09:00:00,1.0,236.0,68.0
2718243,2718233,16621.0,2015-06-06 17:00:00,-160.3365,61.205167,2015-06-06 09:00:00,68.0,236.0,68.0
2718260,2718233,25260.0,2015-06-07 17:00:00,-160.3365,61.205167,2015-06-07 09:00:00,68.0,236.0,68.0
2718299,2718233,25260.0,2015-06-08 17:00:00,-160.3365,61.205167,2015-06-08 09:00:00,55.0,236.0,68.0
2718315,2718233,25260.0,2015-06-09 17:00:00,-160.3365,61.205167,2015-06-09 09:00:00,11.0,236.0,68.0
2718288,2718233,25260.0,2015-06-30 17:00:00,-160.3365,61.205167,2015-06-30 09:00:00,11.0,236.0,68.0
2718327,2718233,25260.0,2015-07-01 14:45:00,-160.3365,61.205167,2015-07-01 09:00:00,11.0,236.0,68.0
2718338,2718233,25260.0,2015-07-08 06:00:00,-160.3365,61.205167,2015-07-02 23:00:00,11.0,236.0,68.0
2718642,2718367,500.0,2015-06-19 11:00:00,-119.5133333,37.1652778,2015-06-19 09:00:00,360.0,10433.0,1930.0
2718576,2718367,500.0,2015-06-19 14:00:00,-119.5133333,37.1652778,2015-06-19 13:00:00,360.0,10433.0,1930.0
2718625,2718367,300.0,2015-06-19 14:00:00,-119.5133333,37.1652778,2015-06-19 08:00:00,360.0,10433.0,1930.0
2718593,2718367,1000.0,2015-06-19 16:37:30,-119.5133333,37.1652778,2015-06-19 13:15:00,360.0,10433.0,1930.0
2718611,2718367,700.0,2015-06-20 02:00:00,-119.5133333,37.1652778,2015-06-19 20:00:00,1930.0,10433.0,1930.0
2718466,2718367,860.0,2015-06-20 14:00:00,-119.5133333,37.1652778,2015-06-20 08:00:00,1442.0,10433.0,1930.0
2718368,2718367,920.0,2015-06-21 02:00:00,-119.5133333,37.1652778,2015-06-20 20:00:00,1440.0,10433.0,1930.0
2718497,2718367,920.0,2015-06-21 14:00:00,-119.5133333,37.1652778,2015-06-21 08:00:00,1205.0,10433.0,1930.0
2718439,2718367,920.0,2015-06-22 02:00:00,-119.5133333,37.1652778,2015-06-21 20:00:00,1205.0,10433.0,1930.0
2718396,2718367,920.0,2015-06-22 14:00:00,-119.5133333,37.1652778,2015-06-22 08:00:00,546.0,10433.0,1930.0
2718418,2718367,920.0,2015-06-23 02:00:00,-119.5133333,37.1652778,2015-06-22 20:00:00,546.0,10433.0,1930.0
2718526,2718367,920.0,2015-06-23 08:07:30,-119.5133333,37.1652778,2015-06-23 08:00:00,546.0,10433.0,1930.0
2718563,2718367,920.0,2015-06-24 08:00:00,-119.5133333,37.1652778,2015-06-23 20:00:00,90.0,10433.0,1930.0
2718547,2718367,920.0,2015-06-25 08:00:00,-119.5133333,37.1652778,2015-06-24 20:00:00,43.0,10433.0,1930.0
2719395,2718664,60.0,2015-06-19 20:59:00,-153.99994,66.00044,2015-06-19 17:58:00,8.0,2863.0,127.0
2719404,2718664,700.0,2015-06-20 11:00:00,-153.99994,66.00044,2015-06-19 23:00:00,8.0,2863.0,127.0
2719333,2718664,800.0,2015-06-22 13:00:00,-153.99994,66.00044,2015-06-22 01:00:00,3.0,2863.0,127.0
2719342,2718664,1000.0,2015-06-23 23:15:00,-153.99994,66.00044,2015-06-23 00:00:00,2.0,2863.0,127.0
